e x y z
C 19.13446079484123 -3.711579517487346 14.584747272172113
Cl 19.852660794841235 -2.309059517487345 12.864047272172112
C 19.727060794841236 -4.657239517487346 15.349347272172107
Cl -22.004549205158767 -5.902809517487345 14.475347272172112
C 19.757560794841233 -5.662869517487345 16.336747272172108
H 19.985660794841237 -6.411859517487345 17.080447272172112
Cl 21.525060794841238 -4.3002695174873455 25.78934727217211
C 19.996060794841235 -4.111969517487346 23.86654727217211
C 18.720460794841237 -4.416329517487345 24.358547272172107
H 18.541960794841238 -4.639929517487346 25.357847272172112
C 17.666260794841236 -4.475619517487345 23.399847272172114
H 16.665360794841234 -4.724259517487345 23.62704727217211
C 18.068860794841235 -4.200479517487345 22.097647272172107
Cl 17.345660794841237 -4.004309517487345 19.60474727217211
C 19.214660794841237 -3.914119517487345 21.62854727217211
Cl 19.618960794841236 -3.386289517487345 19.39524727217211
C 20.32216079484124 -3.8541595174873446 22.56514727217211
H 21.295060794841234 -3.635209517487345 22.23704727217211
Cl 21.060360794841237 -4.538629517487346 -34.05825272782789
C 19.662760794841233 -4.210219517487346 32.47784727217211
C 18.336860794841236 -4.088979517487346 32.849147272172104
H 18.096260794841236 -4.101669517487345 33.86354727217211
C 17.332460794841232 -4.0138595174873455 31.78844727217211
H 16.298760794841236 -3.974619517487346 31.881847272172113
C 17.97306079484124 -4.018809517487345 30.58384727217211
Cl 17.908460794841233 -3.967229517487345 28.174447272172113
C 19.252060794841235 -4.100509517487346 30.137247272172107
Cl 20.090960794841237 -4.274829517487346 27.64714727217211
C 20.177960794841233 -4.195389517487346 31.17654727217211
H 21.250560794841235 -4.313119517487346 31.01554727217211
Cl 21.463760794841235 3.349740482512656 16.68804727217211
C 19.813360794841238 3.6101404825126533 14.968347272172107
C 18.531760794841233 3.4851404825126533 15.364147272172108
H 18.335760794841235 3.3006404825126534 16.38774727217211
C 17.513660794841236 3.6676404825126543 14.342747272172108
H 16.486260794841236 3.6613404825126548 14.598647272172112
C 18.027960794841235 3.9148404825126537 13.09774727217211
Cl 18.063860794841233 4.381040482512654 10.712347272172114
C 19.28256079484124 4.062640482512654 12.651147272172107
Cl 20.420660794841233 4.777940482512653 10.221047272172111
C 20.234560794841236 3.900140482512656 13.655047272172109
H 21.272960794841232 4.033740482512654 13.417747272172111
Cl 20.255760794841237 3.420440482512655 25.97274727217211
C 19.607960794841233 3.7606404825126543 23.75994727217211
C 19.411460794841233 5.026940482512655 23.242747272172107
H 19.461360794841234 5.8463404825126535 23.85304727217211
C 19.222360794841236 5.0634404825126555 21.800947272172113
H 19.05676079484123 5.986540482512654 21.270947272172112
C 19.213560794841236 3.837640482512656 21.13774727217211
Cl 18.594660794841232 4.953340482512656 18.80324727217211
C 19.38166079484124 2.6516404825126543 21.702047272172113
Cl 19.091760794841235 1.7416404825126541 19.79144727217211
C 19.635360794841233 2.533540482512654 23.067447272172107
H 19.795060794841234 1.5767404825126548 23.550947272172113
Cl 18.231560794841236 5.698340482512654 31.690047272172112
C 17.132360794841233 4.445540482512653 29.951847272172113
C 15.787360794841232 4.612140482512656 29.847647272172107
H 15.221160794841234 5.258940482512655 30.498547272172107
C 15.178360794841234 3.7768404825126556 28.83514727217211
H 14.167960794841234 3.8763404825126546 28.600147272172112
C 16.045060794841234 3.015940482512656 28.080947272172107
Cl 16.783760794841236 1.6172404825126545 26.512647272172114
C 17.38616079484124 2.9064404825126555 28.199947272172107
Cl 19.089560794841233 1.392140482512655 26.58034727217211
C 18.013660794841236 3.6492404825126545 29.22464727217211
H 19.079160794841236 3.6199404825126553 29.45324727217211
C 16.660060794841236 -0.0409595174873445 22.96954727217211
C 16.68386079484123 -1.1677595174873456 22.10904727217211
C 15.587660794841232 -1.3816595174873445 21.23664727217211
C 14.527260794841235 -0.44365951748734567 21.20734727217211
C 15.615860794841234 0.9335404825126545 22.92264727217211
C 14.550860794841233 0.7323404825126545 22.04784727217211
C 13.256760794841233 -0.4595595174873459 20.43074727217211
C 13.252660794841232 1.5565404825126539 21.748547272172107
C 12.526760794841232 0.6618404825126554 20.723447272172113
H 17.447860794841233 0.086540482512655 23.66704727217211
H 17.502160794841238 -1.8426595174873448 22.12274727217211
H 15.552660794841232 -2.239959517487346 20.62874727217211
H 15.626960794841233 1.7574404825126546 23.582447272172107
H 12.982260794841233 -1.1591595174873461 19.692847272172113
H 13.482760794841232 2.4957404825126552 21.328347272172113
H 12.645560794841233 1.7097404825126539 22.61784727217211
H 11.609760794841234 0.904040482512654 20.283847272172107
Cl -19.979849205158768 10.891040482512656 17.860847272172112
C -21.143949205158766 11.819440482512656 16.239347272172107
C -22.350239205158765 12.400540482512655 16.54974727217211
H 22.569660794841234 12.391640482512654 17.515647272172107
C 22.312260794841237 13.024440482512654 15.370247272172112
H 21.369860794841237 13.527340482512654 15.39804727217211
C -22.242199205158766 12.922440482512654 14.213447272172107
Cl -22.09581920515877 13.463440482512654 11.908447272172108
C -21.039389205158766 12.313940482512654 13.98254727217211
Cl -19.836379205158767 12.140440482512654 12.177947272172108
C -20.359469205158767 11.659040482512653 15.094447272172108
H -19.438509205158766 11.126740482512654 14.969447272172108
Cl -17.536689205158766 7.439840482512656 26.70884727217211
C -18.713079205158767 8.195640482512653 24.572147272172113
C -20.028929205158768 8.410340482512654 24.287447272172113
H -20.794219205158768 8.252940482512654 24.988647272172113
C -20.338439205158767 8.914640482512654 22.95454727217211
H -21.314199205158765 9.176940482512654 22.615547272172112
C -19.242189205158766 9.052840482512655 22.126547272172107
Cl -18.913269205158766 9.735740482512655 19.87294727217211
C -17.966669205158766 8.812540482512654 22.35774727217211
Cl -16.676239205158765 9.082040482512655 20.396847272172113
C -17.670069205158768 8.383240482512656 23.669147272172108
H -16.687899205158768 8.127040482512653 23.93574727217211
Cl -15.800406205158767 9.859040482512656 33.93644727217212
C -16.991209205158768 9.492540482512654 32.213747272172114
C -16.868229205158766 8.094540482512654 31.962147272172107
H -16.287654205158766 7.456640482512656 32.56004727217211
C -17.573899205158767 7.638240482512655 30.80024727217211
H -17.579859205158765 6.609740482512654 30.54614727217211
C -18.284939205158768 8.600240482512655 30.036147272172112
Cl -19.543359205158765 7.787740482512655 27.878647272172113
C -18.400489205158767 9.825240482512656 30.30154727217211
Cl -19.701349205158767 10.119940482512655 28.36874727217211
C -17.739269205158767 10.363740482512656 31.43934727217211
H -17.793759205158768 11.370040482512655 31.680047272172107
Cl -17.025019205158767 15.736940482512656 17.83274727217211
C -18.410259205158766 16.147440482512657 15.943447272172111
C -19.512309205158765 15.309140482512655 15.979047272172107
H -19.634369205158766 14.614840482512653 16.78504727217211
C -20.48948920515877 15.416040482512654 14.908347272172112
H -21.337949205158765 14.800540482512654 14.849747272172113
C -20.19755920515877 16.454140482512656 14.052247272172107
Cl -20.531229205158766 17.95614048251265 12.175147272172108
C -19.110679205158768 17.263940482512652 14.088647272172107
Cl -18.572159205158766 19.083440482512657 12.63734727217211
C -18.060619205158766 17.167540482512656 15.052647272172113
H -17.139949205158768 17.777540482512656 15.115247272172109
Cl -16.87650920515877 18.317240482512652 25.954047272172108
C -18.572719205158766 18.058740482512654 24.27414727217211
C -19.920239205158765 18.052340482512655 24.522247272172113
H -20.324289205158767 18.228140482512657 25.49004727217211
C -20.802469205158765 17.883640482512654 23.396047272172108
H -21.854449205158765 17.881240482512652 23.517947272172112
C -20.215879205158767 17.766240482512657 22.142147272172107
Cl -20.073019205158765 17.555440482512658 19.820847272172113
C -18.901999205158766 17.772340482512654 21.834947272172112
Cl -17.884539205158767 17.417740482512656 19.228147272172112
C -18.070259205158766 17.908940482512655 22.992047272172112
H -17.010929205158767 17.971940482512657 22.85204727217211
Cl -17.731019205158766 15.068540482512654 33.194547272172116
C -19.124519205158766 16.00814048251265 31.62554727217211
C -20.421709205158766 15.803740482512653 31.977347272172107
H -20.710429205158768 15.248940482512653 32.840047272172114
C -21.433039205158767 16.44244048251265 31.16234727217211
H -22.485569205158768 16.390740482512655 31.312347272172108
C -20.902219205158765 17.224440482512655 30.16874727217211
Cl -21.01932920515877 18.707740482512655 28.32144727217211
C -19.624789205158766 17.427140482512655 29.782347272172107
Cl -18.619939205158765 18.641540482512653 27.74454727217211
C -18.62979920515877 16.758540482512657 30.555847272172112
H -17.59826920515877 16.806640482512655 30.372047272172107
Cl -9.488619205158766 4.570540482512653 18.73044727217211
C -11.740789205158766 7.696540482512654 16.03624727217211
C -12.864419205158766 8.410240482512654 15.766647272172111
H -13.765469205158766 8.207740482512653 16.31284727217211
C -12.591409205158767 9.486440482512654 14.832847272172113
H -13.253699205158767 10.194740482512655 14.450847272172108
C -11.265229205158768 9.447540482512656 14.48704727217211
Cl -10.410229205158767 10.950740482512655 12.942447272172107
C -10.534379205158768 8.451340482512654 15.047347272172107
Cl -7.027139205158766 7.344340482512655 14.29804727217211
C -10.390189205158766 7.343140482512654 15.917447272172108
H -9.681759205158766 6.666840482512656 16.470047272172113
Cl -8.712199205158766 8.580440482512655 25.26084727217211
C -10.291329205158767 8.782540482512657 23.42054727217211
C -11.504359205158767 8.746540482512655 24.01764727217211
H -11.618559205158768 8.653640482512655 25.049247272172114
C -12.696559205158767 8.839440482512655 23.114947272172113
H -13.694839205158766 8.779040482512654 23.44894727217211
C -12.348979205158766 8.946340482512655 21.84104727217211
Cl -12.851369205158766 9.170040482512656 19.315747272172107
C -11.163009205158767 8.995340482512654 21.217047272172113
Cl -10.469229205158767 9.313740482512655 18.966147272172112
C -10.021869205158767 8.892440482512656 22.062047272172112
H -9.010919205158768 8.933440482512653 21.681547272172107
Cl -8.982799205158766 8.517240482512653 -33.968852727827894
C -10.224729205158766 8.826540482512653 32.24564727217211
C -11.539169205158768 8.823340482512654 32.73224727217212
H -11.788159205158767 8.721740482512656 33.75084727217211
C -12.474259205158766 9.055940482512655 31.658647272172107
H -13.531709205158768 9.123240482512655 31.74824727217211
C -11.810579205158767 9.229740482512655 30.44164727217211
Cl -12.235709205158766 9.705340482512655 28.03654727217211
C -10.633339205158766 9.220940482512654 30.00994727217211
Cl -9.922829205158767 9.461040482512656 27.18184727217211
C -9.648159205158766 8.955340482512655 30.98854727217211
H -8.619239205158767 8.921640482512656 30.750647272172113
Cl -8.325329205158766 17.083640482512656 16.65484727217211
C -9.933689205158768 17.037540482512654 14.880847272172108
C -11.113249205158766 16.620440482512656 15.431047272172112
H -11.204279205158766 16.421940482512653 16.470647272172112
C -12.171429205158766 16.489840482512655 14.43504727217211
H -13.164019205158766 16.221440482512655 14.667247272172109
C -11.808949205158767 16.80844048251265 13.14674727217211
Cl -12.042599205158767 17.153840482512656 10.799047272172107
C -10.636919205158767 17.281540482512654 12.649047272172108
Cl -9.835739205158767 18.167740482512656 10.26084727217211
C -9.619069205158766 17.418840482512657 13.55214727217211
H -8.691879205158767 17.840840482512654 13.305447272172113
Cl -9.793809205158766 16.288940482512658 26.010047272172113
C -10.810869205158767 16.870840482512655 24.00994727217211
C -11.439969205158768 18.122640482512658 23.80774727217211
H -11.423429205158767 18.900440482512657 24.552247272172107
C -11.776489205158766 18.417040482512654 22.44784727217211
H -12.128789205158768 -19.984509517487346 22.152447272172108
C -11.469989205158766 17.411840482512652 21.525247272172113
Cl -11.589849205158767 16.859140482512657 19.29524727217211
C -10.964589205158767 16.284440482512657 21.846547272172113
Cl -10.759769205158767 14.863040482512654 19.870047272172112
C -10.570839205158766 15.820040482512654 23.140247272172108
H -10.055409205158767 14.904340482512653 23.461047272172113
Cl -11.655759205158766 18.592440482512657 31.74544727217211
C -12.715079205158766 17.556340482512653 29.785547272172114
C -14.051359205158766 17.824340482512653 29.815347272172108
H -14.529714205158767 18.41054048251265 30.557647272172108
C -14.814158205158767 17.168840482512657 28.750047272172107
H -15.870698205158767 17.329940482512654 28.67564727217211
C -14.126219205158767 16.358040482512656 27.883547272172112
Cl -13.373049205158766 14.728940482512654 26.083247272172112
C -12.877949205158767 16.139540482512658 27.880147272172113
Cl -10.938899205158766 14.366140482512654 26.47164727217211
C -12.033429205158766 16.791740482512658 28.85734727217211
H -11.009579205158767 16.600840482512652 28.89734727217211
C -13.042209205158766 13.333140482512656 22.714947272172108
C -13.097239205158766 12.107040482512653 22.02154727217211
C -14.246939205158768 11.780940482512653 21.25784727217211
C -15.313113785158766 12.720640482512655 21.192047272172108
C -14.112039205158768 14.274040482512655 22.67224727217211
C -15.250716005158766 13.957240482512654 21.93224727217211
C -16.621619205158765 12.678540482512654 20.498047272172112
C -16.60239920515877 14.729740482512655 21.774447272172107
C -17.340999205158766 13.793240482512656 20.804347272172112
H -12.196249205158766 13.540640482512655 23.31454727217211
H -12.296329205158766 11.422240482512654 22.06644727217211
H -14.336734205158766 10.842640482512655 20.764947272172112
H -14.047219205158767 15.145240482512653 23.248047272172112
H -16.955359205158768 11.933740482512656 19.808047272172107
H -16.476129205158767 15.696640482512654 21.32694727217211
H -17.147079205158768 14.817840482512656 22.70814727217211
H -18.285059205158767 14.013340482512655 20.38844727217211
Cl -5.275639205158766 11.545540482512655 18.471147272172107
C -5.642269205158767 12.023440482512656 16.215147272172107
C -6.845629205158767 12.654140482512654 16.03054727217211
H -7.488049205158767 12.851840482512655 16.844247272172108
C -7.145609205158767 13.043040482512653 14.666747272172113
H -8.093249205158767 13.493940482512654 14.467047272172113
C -6.251989205158766 12.775240482512656 13.590947272172112
Cl -7.486109205158767 13.701440482512654 11.862247272172109
C -5.090739205158767 12.104540482512656 13.841047272172109
Cl -4.571539205158766 12.221040482512654 11.681047272172112
C -4.762939205158768 11.730840482512656 15.169347272172107
