e x y z
H -11.978289205158767 -4.173729517487345 2.167347272172112
C -12.501709205158766 -4.169349517487346 0.07144727217211155
H -13.557869205158767 -4.216529517487345 0.1175472721721107
C -11.907139205158767 -4.1048195174873445 -1.15195272782789
Cl -12.587289205158767 -4.094069517487345 -3.4467527278278887
C -10.618959205158767 -3.9986595174873454 -1.5632527278278907
Cl -10.191079205158767 -3.8288895174873456 -3.7229527278278916
C -9.720009205158767 -3.992359517487346 -0.4637527278278917
H -8.689349205158766 -3.963029517487346 -0.5103527278278897
Cl -9.676259205158768 -3.8673895174873447 11.670147272172112
C -10.836559205158768 -4.0647695174873455 9.721347272172107
C -12.184259205158767 -4.019219517487345 9.959347272172113
H -12.552269205158767 -3.922019517487346 10.920147272172112
C -13.084739205158767 -4.011519517487345 8.784547272172109
H -14.160889205158767 -3.9780095174873455 8.85394727217211
C -12.416759205158767 -4.066619517487345 7.61774727217211
Cl -12.372709205158767 -4.106929517487345 5.23684727217211
C -11.098639205158767 -4.118509517487345 7.2918472721721095
Cl -10.086029205158766 -4.238269517487344 4.8199472721721115
C -10.281459205158768 -4.123569517487345 8.42084727217211
H -9.180159205158766 -4.122939517487346 8.28994727217211
Cl -8.601789205158767 3.7534404825126533 -6.112652727827889
C -10.267169205158766 3.936040482512654 -7.825252727827889
C -11.505459205158767 3.663840482512656 -7.287252727827889
H -11.650409205158766 3.4274404825126563 -6.215652727827891
C -12.657769205158766 3.7686404825126534 -8.17195272782789
H -13.667629205158766 3.693340482512655 -7.8537527278278905
C -12.237519205158767 4.047440482512654 -9.44625272782789
Cl -12.357219205158767 4.406340482512656 -11.81545272782789
C -11.034659205158768 4.2627404825126565 -10.01475272782789
Cl -10.056239205158768 4.886140482512653 -12.32115272782789
C -9.913179205158766 4.2670404825126536 -9.10485272782789
H -8.908279205158767 4.506840482512656 -9.35935272782789
Cl -9.769449205158768 3.3006404825126534 3.2693472721721086
C -10.563529205158767 3.780940482512653 1.1214472721721087
C -10.959029205158767 5.084440482512656 0.9683472721721103
H -10.836289205158767 5.849240482512654 1.7359472721721119
C -11.511609205158766 5.474040482512654 -0.34005272782788865
H -11.824369205158767 6.482740482512655 -0.5136527278278891
C -11.457749205158766 4.553840482512653 -1.3190527278278914
Cl -11.625409205158768 3.766940482512654 -3.5628527278278916
C -11.007099205158767 3.340040482512654 -1.03915272782789
Cl -10.875009205158767 1.811040482512654 -2.7165527278278887
C -10.485999205158766 2.767140482512655 0.15884727217211037
H -10.255369205158768 1.750440482512655 0.2968472721721085
Cl -11.497429205158767 5.5745404825126545 8.80204727217211
C -12.492449205158767 4.337540482512656 7.145747272172109
C -13.804629205158767 4.756140482512654 6.9865472721721105
H -14.240499205158766 5.5192404825126555 7.57814727217211
C -14.513545205158767 4.082740482512653 5.911447272172111
H -15.524415205158768 4.326940482512656 5.745547272172111
C -13.835219205158767 3.171940482512655 5.151847272172109
Cl -13.471419205158767 1.4969404825126542 3.4823472721721096
C -12.558509205158767 2.8086404825126543 5.330647272172111
Cl -11.144389205158767 1.4029404825126548 3.7029472721721106
C -11.808379205158767 3.3638404825126553 6.397547272172112
H -10.765479205158766 3.1576404825126563 6.606347272172108
C -13.000379205158767 0.13714048251265432 -0.09435272782788928
C -13.131999205158767 -1.1246595174873448 -0.7361527278278892
C -14.315104205158766 -1.4959595174873446 -1.4016527278278907
C -15.375446305158766 -0.537259517487346 -1.4373527278278893
C -14.079679205158767 1.0594404825126542 -0.09685272782789056
C -15.255811205158766 0.7406404825126547 -0.7947527278278912
C -16.703339205158766 -0.571559517487346 -2.1318527278278907
C -16.526149205158767 1.5849404825126552 -1.1026527278278913
C -17.364009205158766 0.6064404825126548 -1.9546527278278916
H -12.118859205158767 0.3594404825126549 0.4300472721721107
H -12.326359205158766 -1.804059517487346 -0.6823527278278902
H -14.396476205158766 -2.442059517487346 -1.8549527278278894
H -13.966759205158766 2.0082404825126545 0.3944472721721084
H -17.082229205158768 -1.367759517487345 -2.728552727827889
H -16.273744205158767 2.4586404825126547 -1.663052727827889
H -17.069789205158767 1.8603404825126546 -0.20635272782789116
H -18.270769205158768 0.8569404825126554 -2.3946527278278893
Cl -4.930439205158766 -2.170259517487345 -4.55905272782789
C -5.656309205158767 -1.5028595174873445 -6.45835272782789
C -6.969949205158766 -1.1038595174873453 -6.19775272782789
H -7.426709205158767 -1.2022595174873452 -5.222452727827889
C -7.724399205158766 -0.5405595174873454 -7.32045272782789
H -8.736859205158767 -0.207659517487345 -7.22955272782789
C -7.006139205158767 -0.4836595174873448 -8.46955272782789
Cl -7.069639205158767 0.15314048251265433 -10.70295272782789
C -5.723379205158766 -0.8717595174873445 -8.71365272782789
Cl -4.9817392051587674 -0.5480595174873457 -10.87825272782789
C -4.967439205158767 -1.4512595174873457 -7.65495272782789
H -3.960639205158767 -1.8119595174873453 -7.780452727827891
Cl -2.6316392051587663 -5.479969517487345 3.9576472721721103
C -3.580239205158767 -4.906269517487345 1.8466472721721097
C -4.930739205158767 -4.649939517487345 1.544247272172111
H -5.672269205158766 -4.690799517487346 2.2801472721721083
C -5.185839205158766 -4.295479517487346 0.1938472721721105
H -6.153649205158766 -4.013989517487346 -0.16085272782789062
C -4.016939205158767 -4.321509517487346 -0.5954527278278903
Cl -3.5636392051587666 -3.767789517487346 -3.380152727827891
C -2.8183392051587663 -4.584919517487345 -0.40225272782788934
Cl -1.4383392051587673 -4.4548795174873455 -2.37755272782789
C -2.5019392051587666 -4.910619517487346 0.9976472721721095
H -1.5491392051587667 -5.182799517487346 1.3274472721721118
Cl -0.6971392051587664 -3.130759517487345 11.243547272172112
C -1.8709392051587663 -3.5587395174873446 9.44274727217211
C -2.045239205158767 -4.914839517487346 9.156347272172109
H -1.622939205158767 -5.635699517487345 9.790947272172108
C -2.8117392051587675 -5.297879517487345 7.982747272172109
H -2.9984392051587676 -6.302809517487345 7.719147272172108
C -3.300539205158767 -4.200959517487345 7.267647272172109
Cl -4.7942392051587674 -5.573929517487345 5.112247272172109
C -3.1677392051587674 -2.960759517487345 7.516647272172111
Cl -4.4931392051587675 -3.0237595174873455 5.556447272172111
C -2.4321392051587676 -2.531259517487346 8.629547272172111
H -2.340539205158766 -1.4586595174873445 8.88004727217211
Cl -3.1196392051587676 2.8755404825126565 -4.367752727827892
C -4.232039205158767 3.2604404825126547 -6.54695272782789
C -5.1928392051587675 2.294340482512654 -6.801952727827889
H -5.378619205158767 1.5032404825126555 -6.137652727827891
C -5.808959205158766 2.4247404825126555 -8.12105272782789
H -6.561009205158767 1.738940482512655 -8.37935272782789
C -5.366509205158767 3.4224404825126538 -8.96145272782789
Cl -5.019039205158768 4.979340482512656 -10.86985272782789
C -4.452039205158767 4.303340482512654 -8.61255272782789
Cl -3.4085392051587675 6.228340482512655 -9.729352727827889
C -3.7535392051587664 4.282340482512653 -7.3221527278278895
H -2.9371392051587666 4.9541404825126545 -7.086052727827889
Cl -1.933939205158767 5.052740482512656 3.886547272172109
C -3.0495392051587675 4.635340482512655 1.5081472721721099
C -4.401439205158766 4.519340482512655 1.7314472721721117
H -4.776139205158767 4.622440482512653 2.7284472721721116
C -5.263339205158767 4.354140482512653 0.5622472721721117
H -6.289829205158767 4.278240482512656 0.6401472721721113
C -4.561139205158767 4.375640482512656 -0.6014527278278905
Cl -4.370239205158766 4.2921404825126555 -2.960252727827889
C -3.252539205158767 4.489940482512656 -0.8586527278278915
Cl -2.0918392051587666 4.660740482512656 -3.19465272782789
C -2.408739205158767 4.609740482512654 0.2915472721721102
H -1.3574392051587676 4.7246404825126564 0.1590472721721099
Cl -2.7781392051587677 1.8332404825126556 10.827747272172108
C -3.7995392051587675 3.0958404825126546 8.953547272172113
C -5.096739205158768 2.7078404825126547 9.099747272172113
H -5.3666192051587664 2.120540482512654 9.941747272172112
C -6.166909205158767 3.096840482512656 8.18784727217211
H -7.189989205158767 2.821240482512655 8.26534727217211
C -5.739669205158767 3.9670404825126564 7.170947272172111
Cl -6.207509205158766 5.640140482512654 5.0943472721721115
C -4.545639205158766 4.294940482512656 7.067847272172109
Cl -3.8941392051587673 5.630340482512656 5.046647272172109
C -3.4096392051587667 3.9019404825126554 7.917147272172109
H -2.4363392051587667 4.224240482512654 7.719447272172111
Cl 5.155060794841232 -7.905949517487345 -4.532352727827892
C 4.731860794841234 -6.138239517487345 -6.2878527278278895
C 3.388760794841234 -5.808679517487345 -6.518552727827888
H 2.6100607948412335 -6.161769517487345 -5.85465272782789
C 3.1291607948412317 -5.079039517487345 -7.714852727827889
H 2.154060794841234 -4.778269517487345 -8.01945272782789
C 4.396460794841234 -4.6816995174873455 -8.19965272782789
Cl 4.903760794841235 -3.0553595174873447 -9.96425272782789
C 5.603060794841232 -4.908429517487345 -7.950452727827891
Cl 7.213360794841234 -3.6676895174873447 -9.47155272782789
C 5.934960794841233 -5.804549517487345 -6.900052727827891
H 6.921560794841232 -6.185459517487345 -6.691152727827891
Cl 6.617560794841234 -4.308129517487345 2.776847272172109
C 4.935260794841232 -4.324019517487345 0.9887472721721089
C 3.700160794841233 -4.805309517487345 1.34804727217211
H 3.4584607948412316 -5.111809517487345 2.3269472721721094
C 2.6446607948412346 -4.833199517487346 0.35084727217211054
H 1.6447607948412344 -5.133549517487346 0.5433472721721095
C 3.0952607948412325 -4.367999517487345 -0.8672527278278892
Cl 2.307660794841235 -4.058709517487346 -3.3148527278278905
C 4.2374607948412315 -3.926779517487345 -1.2984527278278897
Cl 4.434260794841235 -3.136059517487345 -3.367952727827891
C 5.251460794841234 -3.891639517487345 -0.2873527278278907
H 6.211160794841232 -3.524869517487346 -0.5178527278278899
Cl 5.3589607948412326 -4.253389517487346 11.617747272172107
C 4.427760794841232 -4.114819517487346 9.50634727217211
C 3.064060794841234 -3.989939517487345 9.794547272172107
H 2.6435607948412336 -3.933169517487345 10.760747272172107
C 2.209360794841233 -3.977699517487345 8.61514727217211
H 1.1536607948412314 -3.894199517487346 8.758847272172112
C 2.725060794841232 -4.027599517487346 7.331547272172109
Cl 3.0654607948412345 -4.0200795174873445 5.043647272172109
C 4.043660794841232 -4.127029517487346 7.156547272172109
Cl 5.347360794841235 -4.227839517487345 4.671647272172109
C 4.9504607948412325 -4.193929517487346 8.23964727217211
H 5.968960794841232 -4.286889517487346 8.070147272172111
Cl 6.682260794841232 3.3885404825126546 -5.92775272782789
C 5.149960794841233 3.771840482512653 -7.76175272782789
C 3.8929607948412315 3.696640482512654 -7.182152727827891
H 3.7724607948412316 3.4683404825126534 -6.13675272782789
C 2.7678607948412317 3.626140482512655 -8.10745272782789
H 1.7834607948412344 3.4984404825126543 -7.830752727827891
C 3.170860794841234 3.749640482512655 -9.44545272782789
Cl 3.372960794841232 3.9675404825126552 -12.11465272782789
C 4.345560794841232 3.8612404825126543 -9.83235272782789
Cl 5.198660794841233 4.5059404825126546 -13.17211272782789
C 5.515460794841234 3.8303404825126552 -9.13135272782789
H 6.524360794841234 3.819340482512656 -9.53285272782789
Cl 5.225460794841235 3.1031404825126554 3.365147272172109
C 4.647860794841234 3.749740482512655 1.272947272172111
C 4.305260794841233 5.075440482512656 1.2412472721721102
H 4.327460794841235 5.691140482512656 2.115147272172109
C 3.8956607948412323 5.653940482512654 -0.0760527278278893
H 3.727760794841233 6.682240482512656 -0.239952727827891
C 3.7854607948412333 4.834040482512654 -1.151552727827891
Cl 3.4244607948412327 3.951740482512653 -3.36845272782789
C 4.123660794841234 3.513440482512655 -0.986252727827889
Cl 4.225060794841232 1.9763404825126543 -2.570752727827891
C 4.649860794841233 2.8779404825126544 0.2066472721721091
H 4.942160794841234 1.9069404825126544 0.33784727217210886
Cl 3.563460794841232 5.644640482512655 8.664247272172108
C 2.3961607948412347 4.3204404825126534 6.966447272172111
C 1.0395607948412344 4.5094404825126535 6.972247272172112
H 0.5063607948412336 5.191140482512656 7.6302472721721095
C 0.38086079484123303 3.621240482512656 6.0163472721721085
H -0.6691392051587677 3.579340482512654 5.978747272172111
C 1.1003607948412348 2.7495404825126553 5.2476472721721095
Cl 1.7519607948412332 1.109040482512654 3.8280472721721104
C 2.443660794841234 2.6405404825126553 5.304247272172109
Cl 4.062560794841234 1.0338404825126553 3.5684472721721114
C 3.1538607948412345 3.4632404825126546 6.190247272172112
H 4.2115607948412315 3.4407404825126537 6.287847272172112
C 2.0876607948412325 -0.12685951748734503 0.29434727217211076
C 1.9937607948412346 -1.398559517487346 -0.3249527278278883
C 0.901460794841233 -1.718359517487345 -1.1463527278278889
C -0.13083920515876635 -0.7482595174873445 -1.3312527278278914
C 1.0739607948412324 0.860940482512655 0.10214727217211106
C -0.033839205158766816 0.5251404825126542 -0.6776527278278905
C -1.3907392051587664 -0.7591595174873458 -2.1333527278278908
C -1.2850392051587676 1.3936404825126552 -1.0360527278278902
C -2.0266392051587676 0.4372404825126548 -1.9904527278278898
H 2.901060794841234 0.07224048251265458 0.9254472721721108
H 2.7628607948412327 -2.109259517487345 -0.18705272782788995
H 0.7959607948412337 -2.699659517487346 -1.5564527278278888
H 1.1411607948412321 1.8076404825126549 0.5824472721721108
H -1.7690392051587676 -1.558259517487345 -2.7379527278278886
H -0.9776392051587663 2.2947404825126547 -1.525852727827889
H -1.8868392051587666 1.610640482512654 -0.18955272782789123
H -2.930439205158766 0.6733404825126552 -2.4668527278278916
Cl 10.730760794841233 -2.1747595174873453 -4.63985272782789
C 9.386060794841233 -1.2824595174873448 -6.43385272782789
C 8.129760794841234 -0.8424595174873453 -6.169652727827891
H 7.699260794841232 -0.8507595174873455 -5.202652727827889
C 7.364860794841233 -0.27915951748734535 -7.28765272782789
H 6.378460794841233 0.13904048251265522 -7.17415272782789
C 7.979760794841232 -0.29795951748734595 -8.50075272782789
Cl 8.128160794841234 0.16744048251265475 -10.88355272782789
C 9.214060794841233 -0.7477595174873457 -8.78725272782789
Cl 10.292660794841234 -0.8847595174873444 -10.92845272782789
C 9.970960794841234 -1.2748595174873447 -7.6948527278278895
H 10.960460794841234 -1.642159517487345 -7.806352727827889
Cl 12.468660794841233 -5.6124895174873455 3.8020472721721106
C 11.628460794841233 -4.907859517487346 1.810347272172109
C 10.293360794841233 -4.617499517487346 1.6854472721721088
H 9.598560794841232 -4.6831795174873445 2.4860472721721116
C 9.917360794841231 -4.211539517487346 0.34034727217211014
H 8.934960794841233 -3.960589517487346 0.08404727217211061
C 10.869060794841234 -4.174859517487345 -0.6434527278278885
Cl 11.097960794841233 -3.7570295174873447 -2.9723527278278894
C 12.193560794841234 -4.433169517487345 -0.5719527278278882
Cl 13.561660794841233 -4.246229517487345 -2.426852727827889
C 12.569060794841233 -4.832489517487346 0.7555472721721088
H 13.560260794841232 -5.028729517487346 0.9984472721721112
Cl 14.532160794841234 -3.222669517487345 10.938847272172108
C 13.340260794841234 -3.809359517487346 9.288347272172107
C 13.491960794841232 -5.133179517487346 9.010247272172112
H 14.099660794841233 -5.782719517487346 9.57054727217211
C 12.760960794841234 -5.673139517487345 7.877547272172109
H 12.800260794841234 -6.690399517487346 7.61934727217211
C 11.943860794841234 -4.749639517487346 7.264747272172109
Cl 10.588960794841233 -5.521849517487345 5.35394727217211
C 11.804160794841232 -3.4427995174873445 7.538147272172111
Cl 10.209960794841232 -3.2842895174873448 5.722347272172112
C 12.535660794841233 -2.909259517487346 8.62534727217211
H 12.503060794841234 -1.8693595174873447 8.920247272172109
Cl 13.333960794841234 2.9423404825126536 -4.908352727827889
C 11.638160794841232 3.249740482512655 -6.523252727827892
C 10.623960794841233 2.2815404825126553 -6.509852727827891
H 10.602260794841234 1.5460404825126552 -5.76795272782789
C 9.651960794841232 2.331640482512654 -7.57645272782789
H 8.902660794841234 1.593440482512655 -7.5869527278278905
C 9.794660794841233 3.2975404825126535 -8.55815272782789
Cl 9.629160794841232 4.790440482512656 -10.56885272782789
C 10.764960794841235 4.210040482512655 -8.46985272782789
Cl 11.458260794841232 6.097040482512655 -9.98725272782789
C 11.809160794841235 4.268640482512653 -7.495352727827889
H 12.632760794841234 4.916940482512656 -7.485552727827891
Cl 13.349160794841234 5.116440482512656 3.3157472721721106
C 12.012760794841233 4.502740482512655 1.5007472721721093
C 10.672660794841233 4.220140482512656 1.859147272172109
H 10.326660794841233 4.2688404825126565 2.8839472721721116
C 9.758760794841232 4.065940482512653 0.7898472721721106
H 8.730260794841234 3.880240482512656 0.9812472721721086
C 10.288160794841234 4.187240482512655 -0.5298527278278904
Cl 10.243160794841232 4.2605404825126545 -2.991552727827891
C 11.482660794841232 4.351240482512656 -0.8304527278278897
Cl 12.700060794841233 4.590040482512654 -3.295652727827889
C 12.494560794841233 4.539140482512655 0.2384472721721096
H 13.477160794841234 4.825540482512656 0.0049472721721102175
Cl 12.139760794841232 2.1080404825126546 10.618247272172109
C 10.755260794841233 2.837740482512654 9.01294727217211
C 9.398760794841232 2.7033404825126546 9.250947272172109
H 8.975560794841234 2.2598404825126543 10.11334727217211
C 8.695960794841232 3.392240482512653 8.20314727217211
H 7.628160794841234 3.490540482512655 8.16944727217211
C 9.459560794841233 4.003440482512653 7.250847272172109
Cl 9.235560794841232 5.442840482512656 5.3336472721721115
C 10.736060794841235 4.131040482512654 6.979547272172109
Cl 11.603760794841234 5.512240482512654 4.995447272172111
C 11.470960794841234 3.430340482512653 7.990347272172109
H 12.503660794841233 3.426440482512655 7.98684727217211
Cl 21.142360794841238 -8.759839517487345 -3.9545527278278882
C 18.812760794841232 -5.662749517487345 -6.416152727827889
C 17.660760794841238 -4.935789517487345 -6.487652727827889
H 16.858260794841236 -5.131939517487345 -5.84715272782789
C 17.664160794841237 -3.8362395174873445 -7.40965272782789
H 16.964760794841233 -3.0698595174873446 -7.5854527278278905
C 18.916660794841235 -3.7967495174873456 -7.945052727827889
Cl 19.53086079484123 -2.3622595174873453 -9.71925272782789
C 19.704760794841235 -4.856169517487345 -7.487052727827891
Cl -22.359799205158765 -6.291299517487345 -8.36005272782789
C 20.150760794841233 -6.022739517487345 -6.829052727827889
H 20.932960794841236 -6.042349517487345 -6.134452727827888
Cl 21.426960794841236 -4.662139517487345 2.6739472721721107
C 19.903260794841238 -4.417659517487346 1.0180472721721117
C 18.594460794841233 -4.511239517487345 1.3647472721721101
H 18.323060794841233 -4.685549517487345 2.38764727217211
C 17.550660794841235 -4.416369517487345 0.33084727217211096
H 16.547460794841236 -4.457009517487345 0.6354472721721116
C 17.967560794841233 -4.262609517487345 -0.9608527278278913
Cl 17.330260794841237 -4.016779517487345 -3.238452727827891
C 19.252860794841233 -4.180639517487345 -1.26175272782789
Cl 19.50966079484124 -3.835589517487346 -3.650952727827889
C 20.280460794841233 -4.258459517487346 -0.30655272782788856
H 21.27636079484123 -4.196999517487345 -0.6484527278278911
Cl 20.682560794841237 -4.045949517487346 11.518247272172108
C 19.476760794841233 -4.118359517487345 9.582147272172111
C 18.100860794841232 -4.105979517487345 9.77024727217211
H 17.621260794841234 -4.106969517487345 10.739047272172112
C 17.366860794841237 -4.052359517487345 8.508647272172109
H 16.319660794841234 -4.009139517487345 8.519247272172109
C 18.094160794841237 -4.0310595174873445 7.3432472721721105
Cl 17.90906079484124 -3.926899517487346 5.1324472721721115
C 19.442860794841238 -4.073839517487345 7.136647272172109
Cl 20.482660794841237 -4.150829517487345 4.758647272172109
C 20.161760794841236 -4.116509517487346 8.344347272172111
H 21.208060794841238 -4.141969517487345 8.263447272172112
Cl 21.422460794841236 3.811140482512654 -6.08655272782789
C 20.089760794841233 3.4091404825126563 -7.9113527278278895
C 18.903860794841236 2.821640482512654 -7.67415272782789
H 18.697960794841237 2.420840482512654 -6.722652727827889
C 17.888860794841236 2.777540482512654 -8.76445272782789
H 16.913360794841232 2.360240482512655 -8.69955272782789
C 18.385260794841237 3.3131404825126562 -9.90285272782789
Cl 18.059560794841232 3.833040482512656 -12.30545272782789
C 19.555360794841235 3.901740482512656 -10.19725272782789
Cl 20.114060794841237 5.146440482512654 -12.44955272782789
C 20.444660794841234 3.987540482512655 -9.14745272782789
H 21.339060794841238 4.499040482512656 -9.33705272782789
Cl 20.391160794841234 3.091940482512653 3.1691472721721112
C 19.506860794841238 3.8283404825126564 1.1399472721721118
C 19.231860794841232 5.170840482512654 1.0308472721721103
H 19.408060794841234 5.931840482512653 1.7797472721721093
C 18.682160794841238 5.482840482512655 -0.25425272782788966
H 18.40906079484124 6.436640482512656 -0.4714527278278915
C 18.691560794841237 4.516240482512655 -1.2622527278278888
Cl 18.531660794841237 3.6908404825126535 -3.5058527278278895
C 19.028560794841233 3.2764404825126565 -1.1318527278278907
Cl 19.128360794841235 1.5300404825126552 -2.928252727827889
C 19.427560794841234 2.806440482512654 0.18804727217210981
H 19.680560794841234 1.827840482512654 0.4012472721721103
Cl 18.709560794841238 5.521340482512654 8.700647272172109
C 17.594260794841233 4.455440482512655 7.033747272172111
C 16.225360794841237 4.527240482512655 6.933947272172109
H 15.726260794841233 5.124140482512656 7.662747272172108
C 15.457160794841235 3.713140482512655 6.001647272172111
H 14.420260794841232 3.678040482512655 5.943047272172109
C 16.28876079484123 2.950840482512655 5.20794727217211
Cl 16.612260794841234 1.4597404825126539 3.5714472721721116
C 17.588660794841232 2.889940482512655 5.25944727217211
Cl 19.111860794841235 1.2122404825126551 3.4843472721721085
C 18.342060794841238 3.625140482512654 6.1805472721721095
H 19.394360794841234 3.564140482512654 6.196647272172111
C 17.065260794841237 -0.042459517487344556 0.02464727217211049
C 16.920060794841234 -1.1757595174873448 -0.8201527278278888
C 15.777260794841235 -1.3247595174873457 -1.6292527278278897
C 14.777360794841234 -0.31295951748734474 -1.6037527278278887
C 16.106660794841233 1.0022404825126543 -0.01495272782788959
C 14.979660794841232 0.8811404825126541 -0.8311527278278916
C 13.417960794841234 -0.271259517487346 -2.22205272782789
C 13.762760794841233 1.8187404825126556 -1.1095527278278894
C 12.842460794841232 0.9324404825126553 -1.9601527278278894
H 17.902960794841235 0.02554048251265506 0.6527472721721104
H 17.691860794841233 -1.9032595174873457 -0.8756527278278909
H 15.647060794841233 -2.171759517487345 -2.2263527278278907
H 16.245160794841233 1.8440404825126553 0.6179472721721098
H 12.955760794841234 -1.0382595174873455 -2.7939527278278895
H 14.084760794841232 2.6615404825126543 -1.666752727827891
H 13.289060794841232 2.1244404825126555 -0.20065272782789023
H 11.910360794841234 1.2297404825126552 -2.3300527278278906
Cl -19.988809205158766 11.239440482512654 -4.467052727827891
C -21.019269205158768 11.921740482512655 -6.5191527278278905
C -22.309649205158767 12.336840482512654 -6.427352727827891
H 22.473260794841238 12.315840482512654 -5.46125272782789
C 22.217360794841234 12.818940482512653 -7.58885272782789
H 21.180760794841234 13.131740482512656 -7.51935272782789
C -22.38053920515877 12.856740482512654 -8.77385272782789
Cl -22.036019205158766 13.285340482512654 -10.965652727827889
C -21.129829205158767 12.415940482512655 -8.79455272782789
Cl -19.845919205158765 12.584540482512656 -10.91835272782789
C -20.321859205158766 11.933440482512653 -7.715552727827889
H -19.328989205158766 11.631640482512656 -7.820152727827891
Cl -17.687369205158767 7.141740482512654 3.8788472721721092
C -17.796889205158767 7.933840482512656 1.7048472721721097
C -19.042749205158767 8.394840482512654 1.3722472721721104
H -19.815589205158766 8.390840482512656 2.080847272172111
C -19.246019205158767 8.908140482512655 0.0334472721721113
H -20.183459205158766 9.237940482512654 -0.31035272782789036
C -18.146759205158766 8.841040482512655 -0.8088527278278903
Cl -19.055459205158765 9.738240482512653 -3.0337527278278884
C -16.885769205158766 8.408840482512653 -0.496052727827891
Cl -16.439309205158768 8.890040482512655 -2.6403527278278887
C -16.70674920515877 7.952140482512656 0.8266472721721101
H -15.758271205158767 7.5817404825126555 1.1047472721721086
Cl -15.720839205158766 9.828640482512656 11.048147272172113
C -17.105059205158767 9.880240482512656 9.316147272172113
C -17.363359205158766 8.605140482512654 8.883847272172112
H -16.878339205158767 7.795540482512655 9.363047272172107
C -18.305779205158768 8.405040482512655 7.771047272172112
H -18.541189205158766 7.456440482512656 7.383547272172109
C -18.852289205158765 9.558640482512656 7.31434727217211
Cl -20.179959205158767 7.247840482512656 4.585147272172112
C -18.623749205158767 10.800140482512655 7.732547272172109
Cl -20.057819205158765 11.169840482512656 6.133347272172109
C -17.711609205158766 11.024840482512653 8.77064727217211
H -17.561459205158766 11.980140482512654 9.176847272172107
Cl -17.969509205158765 15.991240482512653 -4.335952727827891
C -19.162499205158767 16.252940482512656 -6.466452727827889
C -20.226629205158766 15.538240482512654 -6.920552727827889
H -20.690589205158766 14.846240482512654 -6.28915272782789
C -20.715109205158768 15.787940482512655 -8.27635272782789
H -21.433439205158766 15.191040482512653 -8.717152727827889
C -20.214789205158766 16.897640482512656 -8.90355272782789
Cl -20.225269205158767 18.420540482512656 -10.88925272782789
C -19.233979205158768 17.595540482512654 -8.41545272782789
Cl -18.627149205158766 -19.936499517487345 -9.76565272782789
C -18.630409205158767 17.295540482512656 -7.150952727827891
H -17.82855920515877 17.841240482512653 -6.747052727827889
Cl -16.754569205158766 18.592240482512658 3.13914727217211
C -18.18835920515877 17.801440482512653 1.34044727217211
C -19.462949205158765 17.405740482512655 1.645747272172109
H -19.805089205158765 17.419440482512655 2.6505472721721084
C -20.323469205158766 17.131040482512653 0.4992472721721093
H -21.334599205158767 16.77314048251265 0.5900472721721108
C -19.63776920515877 17.352940482512658 -0.6627527278278897
Cl -19.543599205158767 17.381540482512655 -2.9768527278278896
C -18.391359205158768 17.719040482512654 -1.0286527278278896
Cl -17.167699205158765 18.05224048251265 -3.4296527278278894
C -17.565399205158766 17.964640482512657 0.07294727217211161
H -16.546829205158765 18.275540482512653 -0.07935272782788871
Cl -17.749589205158767 15.147340482512655 10.209147272172107
C -19.307469205158768 16.149440482512652 8.89534727217211
C -20.63073920515877 15.955840482512654 9.22014727217211
H -20.960869205158765 15.380540482512655 10.079247272172108
C -21.59937920515877 16.581640482512654 8.32204727217211
H 22.641360794841233 16.586040482512658 8.44094727217211
C -20.979819205158766 17.263240482512657 7.32074727217211
Cl -21.15296920515877 18.769140482512654 5.40434727217211
C -19.73460920515877 17.472940482512655 6.962947272172109
Cl -18.806329205158768 18.58734048251265 4.77334727217211
C -18.78040920515877 16.834740482512657 7.7785472721721085
H -17.74221920515877 16.860340482512655 7.595547272172109
Cl -9.492409205158767 4.658240482512655 -4.105152727827889
C -11.734039205158767 7.576240482512654 -6.481952727827888
C -12.920429205158767 8.200040482512653 -6.7867527278278885
H -13.779129205158767 8.180840482512655 -6.156852727827889
C -12.760499205158766 9.007040482512656 -7.945852727827891
H -13.495269205158767 9.627940482512654 -8.392452727827889
C -11.440029205158767 8.769740482512654 -8.36005272782789
Cl -10.612249205158767 9.847540482512654 -10.16035272782789
C -10.621229205158766 7.9639404825126565 -7.61985272782789
Cl -7.288369205158768 6.977740482512656 -8.49425272782789
C -10.433199205158767 7.0669404825126545 -6.52255272782789
H -9.576599205158768 7.0353404825126535 -5.839152727827891
Cl -8.870069205158767 8.823440482512654 2.7151472721721106
C -10.335029205158767 8.970640482512655 0.8060472721721084
C -11.648649205158767 8.806840482512653 1.1994472721721117
H -11.952099205158767 8.652140482512655 2.2324472721721094
C -12.729739205158767 8.830540482512655 0.20554727217211166
H -13.767449205158767 8.693740482512654 0.3954472721721096
C -12.213059205158768 9.043140482512653 -1.0238527278278902
Cl -12.624959205158767 9.313840482512655 -3.292652727827889
C -10.940399205158766 9.218340482512653 -1.3983527278278913
Cl -10.415169205158767 9.485240482512653 -3.73895272782789
C -9.860379205158766 9.191640482512655 -0.4696527278278886
H -8.825299205158768 9.294440482512654 -0.7176527278278897
Cl -9.502239205158766 9.216140482512655 11.531047272172113
C -10.608679205158767 9.082240482512654 9.494647272172113
C -11.929329205158767 9.162640482512655 9.794547272172107
H -12.226279205158766 9.251540482512654 10.839747272172108
C -12.857319205158767 9.129140482512655 8.65474727217211
